Unnamed: 0,visitorid,total_events,first_event,last_event,recency_days,tenure_days,total_views,total_addtocarts,total_tx,distinct_items,view_items,addtocart_items,tx_items,prop_addtocart,prop_tx,events_7d,events_14d,events_30d,active_days,events_per_active_day,view_price,addtocart_price,tx_price,avg_inter_event_days,prop_very_fast,prop_same_item_repeat,max_events_per_minute,level_1,delta_s,prop_price_available,flag_many_events,flag_many_events_30d,flag_events_per_day_high,flag_high_epm,flag_fast_burst,flag_repeat_items,flag_many_distinct_items,rule_flag_score,iso_score,iso_flag,iso_score_norm,model_flag,rule_score_norm,combined_score,final_flag
530559,530559,4263,2015-06-15 18:59:25.103,2015-09-17 02:14:14.827,1,94,3623,419,286,2209,2204,374,259,0.0982875908984052,0.0670889045273124,178,290,884,73,58.397260273972606,147700.63133097763,151797.84061696657,120061.0494296578,0.0215570459817339,0.0244916820702402,0.2160351201478743,6,median_ie_s,99.297,0.7391404805914972,1,0,0,0,0,0,1,2,-0.1163656442628534,1,0.9748137485329252,1,0.6666666666666666,0.7899254994131701,1
530559,530559,4263,2015-06-15 18:59:25.103,2015-09-17 02:14:14.827,1,94,3623,419,286,2209,2204,374,259,0.0982875908984052,0.0670889045273124,178,290,884,73,58.397260273972606,147700.63133097763,151797.84061696657,120061.0494296578,0.0215570459817339,0.0244916820702402,0.2160351201478743,6,std_ie_s,17013.722187811734,0.7391404805914972,1,0,0,0,0,0,1,2,-0.1163656442628534,1,0.9748137485329252,1,0.6666666666666666,0.7899254994131701,1
994820,994820,1660,2015-08-25 15:34:29.503,2015-09-18 02:52:21.219,0,24,1471,119,71,912,911,116,70,0.0716867469879086,0.0427710843373236,290,871,1660,24,69.16666666666667,130967.62638991846,179785.30909090908,151615.0909090909,0.0141331785475234,0.0030102347983142,0.2233594220349187,4,min_ie_s,0.0,0.918121613485852,0,1,0,0,0,0,1,2,-0.1129339045505453,1,0.9685260565881548,1,0.6666666666666666,0.7874104226352618,1
994820,994820,1660,2015-08-25 15:34:29.503,2015-09-18 02:52:21.219,0,24,1471,119,71,912,911,116,70,0.0716867469879086,0.0427710843373236,290,871,1660,24,69.16666666666667,130967.62638991846,179785.30909090908,151615.0909090909,0.0141331785475234,0.0030102347983142,0.2233594220349187,4,median_ie_s,146.245,0.918121613485852,0,1,0,0,0,0,1,2,-0.1129339045505453,1,0.9685260565881548,1,0.6666666666666666,0.7874104226352618,1
994820,994820,1660,2015-08-25 15:34:29.503,2015-09-18 02:52:21.219,0,24,1471,119,71,912,911,116,70,0.0716867469879086,0.0427710843373236,290,871,1660,24,69.16666666666667,130967.62638991846,179785.30909090908,151615.0909090909,0.0141331785475234,0.0030102347983142,0.2233594220349187,4,std_ie_s,10209.586973452582,0.918121613485852,0,1,0,0,0,0,1,2,-0.1129339045505453,1,0.9685260565881548,1,0.6666666666666666,0.7874104226352618,1
737053,737053,1053,2015-08-26 15:59:53.879,2015-09-14 02:40:28.907,4,19,1028,17,10,642,642,16,10,0.0161443494776674,0.0094966761633338,179,681,1053,14,75.21428571428571,87403.76113360324,131566.4,129240.0,0.0174939713788741,0.0056872037914691,0.0966824644549763,5,min_ie_s,0.0,0.9592417061611376,0,1,0,0,0,0,1,2,-0.1095160678082238,1,0.9622638379017672,1,0.6666666666666666,0.7849055351607068,1
737053,737053,1053,2015-08-26 15:59:53.879,2015-09-14 02:40:28.907,4,19,1028,17,10,642,642,16,10,0.0161443494776674,0.0094966761633338,179,681,1053,14,75.21428571428571,87403.76113360324,131566.4,129240.0,0.0174939713788741,0.0056872037914691,0.0966824644549763,5,median_ie_s,75.638,0.9592417061611376,0,1,0,0,0,0,1,2,-0.1095160678082238,1,0.9622638379017672,1,0.6666666666666666,0.7849055351607068,1
737053,737053,1053,2015-08-26 15:59:53.879,2015-09-14 02:40:28.907,4,19,1028,17,10,642,642,16,10,0.0161443494776674,0.0094966761633338,179,681,1053,14,75.21428571428571,87403.76113360324,131566.4,129240.0,0.0174939713788741,0.0056872037914691,0.0966824644549763,5,std_ie_s,16985.938589454418,0.9592417061611376,0,1,0,0,0,0,1,2,-0.1095160678082238,1,0.9622638379017672,1,0.6666666666666666,0.7849055351607068,1
661052,661052,17,2015-07-25 17:54:23.333,2015-09-15 16:52:22.416,2,52,5,12,0,5,4,1,0,0.705882352899654,0.0,14,14,14,2,8.5,119880.0,57000.0,0.0,3.2473046875,0.6470588235294118,0.6470588235294118,12,min_ie_s,0.021,0.7647058823529411,0,0,0,0,1,1,0,2,-0.0937154049261976,1,0.9333135942778046,1,0.6666666666666666,0.7733254377111218,1
661052,661052,17,2015-07-25 17:54:23.333,2015-09-15 16:52:22.416,2,52,5,12,0,5,4,1,0,0.705882352899654,0.0,14,14,14,2,8.5,119880.0,57000.0,0.0,3.2473046875,0.6470588235294118,0.6470588235294118,12,median_ie_s,0.4545,0.7647058823529411,0,0,0,0,1,1,0,2,-0.0937154049261976,1,0.9333135942778046,1,0.6666666666666666,0.7733254377111218,1
661052,661052,17,2015-07-25 17:54:23.333,2015-09-15 16:52:22.416,2,52,5,12,0,5,4,1,0,0.705882352899654,0.0,14,14,14,2,8.5,119880.0,57000.0,0.0,3.2473046875,0.6470588235294118,0.6470588235294118,12,std_ie_s,1082829.1405914295,0.7647058823529411,0,0,0,0,1,1,0,2,-0.0937154049261976,1,0.9333135942778046,1,0.6666666666666666,0.7733254377111218,1
1171546,1171546,32,2015-09-08 21:47:47.312,2015-09-08 22:13:03.909,9,1,4,28,0,3,3,2,0,0.8749999999726563,0.0,0,32,32,1,32.0,14880.0,15291.42857142857,0.0,0.000564142771804,0.75,0.84375,17,min_ie_s,0.0,1.0,0,0,0,0,1,1,0,2,-0.0933589424180041,1,0.9326604775995956,1,0.6666666666666666,0.7730641910398381,1
1171546,1171546,32,2015-09-08 21:47:47.312,2015-09-08 22:13:03.909,9,1,4,28,0,3,3,2,0,0.8749999999726563,0.0,0,32,32,1,32.0,14880.0,15291.42857142857,0.0,0.000564142771804,0.75,0.84375,17,median_ie_s,0.188,1.0,0,0,0,0,1,1,0,2,-0.0933589424180041,1,0.9326604775995956,1,0.6666666666666666,0.7730641910398381,1
1171546,1171546,32,2015-09-08 21:47:47.312,2015-09-08 22:13:03.909,9,1,4,28,0,3,3,2,0,0.8749999999726563,0.0,0,32,32,1,32.0,14880.0,15291.42857142857,0.0,0.000564142771804,0.75,0.84375,17,std_ie_s,249.8445786188236,1.0,0,0,0,0,1,1,0,2,-0.0933589424180041,1,0.9326604775995956,1,0.6666666666666666,0.7730641910398381,1
79627,79627,1623,2015-05-12 16:35:40.281,2015-09-15 15:12:35.337,2,126,1619,4,0,1257,1257,4,0,0.0024645717806515,0.0,5,46,1156,74,21.93243243243243,99414.72653061224,209550.0,0.0,0.0776405158240855,0.0086260012322858,0.084411583487369,9,min_ie_s,0.016,0.9081947011706716,0,1,0,0,0,0,1,2,-0.091520095759358,1,0.929291311435341,1,0.6666666666666666,0.7717165245741364,1
79627,79627,1623,2015-05-12 16:35:40.281,2015-09-15 15:12:35.337,2,126,1619,4,0,1257,1257,4,0,0.0024645717806515,0.0,5,46,1156,74,21.93243243243243,99414.72653061224,209550.0,0.0,0.0776405158240855,0.0086260012322858,0.084411583487369,9,median_ie_s,25.9755,0.9081947011706716,0,1,0,0,0,0,1,2,-0.091520095759358,1,0.929291311435341,1,0.6666666666666666,0.7717165245741364,1
79627,79627,1623,2015-05-12 16:35:40.281,2015-09-15 15:12:35.337,2,126,1619,4,0,1257,1257,4,0,0.0024645717806515,0.0,5,46,1156,74,21.93243243243243,99414.72653061224,209550.0,0.0,0.0776405158240855,0.0086260012322858,0.084411583487369,9,std_ie_s,41236.71647861869,0.9081947011706716,0,1,0,0,0,0,1,2,-0.091520095759358,1,0.929291311435341,1,0.6666666666666666,0.7717165245741364,1
573560,573560,13,2015-09-11 16:22:07.301,2015-09-11 16:22:11.047,6,1,13,0,0,1,1,0,0,0.0,0.0,13,13,13,1,13.0,0.0,0.0,0.0,1.9290123456790124e-06,0.8461538461538461,0.9230769230769232,13,min_ie_s,0.098,0.0,0,0,0,0,1,1,0,2,-0.0892978714482474,1,0.9252197142071684,1,0.6666666666666666,0.7700878856828673,1
573560,573560,13,2015-09-11 16:22:07.301,2015-09-11 16:22:11.047,6,1,13,0,0,1,1,0,0,0.0,0.0,13,13,13,1,13.0,0.0,0.0,0.0,1.9290123456790124e-06,0.8461538461538461,0.9230769230769232,13,median_ie_s,0.1225,0.0,0,0,0,0,1,1,0,2,-0.0892978714482474,1,0.9252197142071684,1,0.6666666666666666,0.7700878856828673,1
573560,573560,13,2015-09-11 16:22:07.301,2015-09-11 16:22:11.047,6,1,13,0,0,1,1,0,0,0.0,0.0,13,13,13,1,13.0,0.0,0.0,0.0,1.9290123456790124e-06,0.8461538461538461,0.9230769230769232,13,std_ie_s,0.545560695268842,0.0,0,0,0,0,1,1,0,2,-0.0892978714482474,1,0.9252197142071684,1,0.6666666666666666,0.7700878856828673,1
645525,645525,1389,2015-08-19 18:28:55.910,2015-09-08 14:57:15.636,9,20,1180,124,107,791,778,115,100,0.089272858171282,0.0770338372929611,0,159,1389,18,77.16666666666667,134191.5204359673,206593.4482758621,205854.5346534653,0.0140745419621749,0.0240963855421686,0.2147413182140326,11,min_ie_s,0.0,0.9340892983699504,0,1,0,0,0,0,1,2,-0.0861425451508764,1,0.9194384716286756,1,0.6666666666666666,0.7677753886514702,1
645525,645525,1389,2015-08-19 18:28:55.910,2015-09-08 14:57:15.636,9,20,1180,124,107,791,778,115,100,0.089272858171282,0.0770338372929611,0,159,1389,18,77.16666666666667,134191.5204359673,206593.4482758621,205854.5346534653,0.0140745419621749,0.0240963855421686,0.2147413182140326,11,median_ie_s,111.7135,0.9340892983699504,0,1,0,0,0,0,1,2,-0.0861425451508764,1,0.9194384716286756,1,0.6666666666666666,0.7677753886514702,1
645525,645525,1389,2015-08-19 18:28:55.910,2015-09-08 14:57:15.636,9,20,1180,124,107,791,778,115,100,0.089272858171282,0.0770338372929611,0,159,1389,18,77.16666666666667,134191.5204359673,206593.4482758621,205854.5346534653,0.0140745419621749,0.0240963855421686,0.2147413182140326,11,std_ie_s,10948.535953774865,0.9340892983699504,0,1,0,0,0,0,1,2,-0.0861425451508764,1,0.9194384716286756,1,0.6666666666666666,0.7677753886514702,1
794695,794695,19,2015-08-27 07:44:29.842,2015-08-27 17:10:42.392,21,1,3,16,0,5,2,5,0,0.8421052631135734,0.0,0,0,19,1,19.0,228640.0,371430.0,0.0,0.0218422067901234,0.5789473684210527,0.7368421052631579,12,min_ie_s,0.07,1.0,0,0,0,0,1,1,0,2,-0.0849234965973702,1,0.9172049101080642,1,0.6666666666666666,0.7668819640432256,1
794695,794695,19,2015-08-27 07:44:29.842,2015-08-27 17:10:42.392,21,1,3,16,0,5,2,5,0,0.8421052631135734,0.0,0,0,19,1,19.0,228640.0,371430.0,0.0,0.0218422067901234,0.5789473684210527,0.7368421052631579,12,median_ie_s,0.0755,1.0,0,0,0,0,1,1,0,2,-0.0849234965973702,1,0.9172049101080642,1,0.6666666666666666,0.7668819640432256,1
794695,794695,19,2015-08-27 07:44:29.842,2015-08-27 17:10:42.392,21,1,3,16,0,5,2,5,0,0.8421052631135734,0.0,0,0,19,1,19.0,228640.0,371430.0,0.0,0.0218422067901234,0.5789473684210527,0.7368421052631579,12,std_ie_s,7647.442038077525,1.0,0,0,0,0,1,1,0,2,-0.0849234965973702,1,0.9172049101080642,1,0.6666666666666666,0.7668819640432256,1
286885,286885,25,2015-08-23 07:00:48.161,2015-08-23 07:05:19.765,25,1,25,0,0,2,2,0,0,0.0,0.0,0,0,25,1,25.0,53995.2,0.0,0.0,0.0001277970679012,0.76,0.92,24,min_ie_s,0.003,1.0,0,0,0,0,1,1,0,2,-0.0627201125830679,1,0.8765234917846819,1,0.6666666666666666,0.7506093967138727,1
286885,286885,25,2015-08-23 07:00:48.161,2015-08-23 07:05:19.765,25,1,25,0,0,2,2,0,0,0.0,0.0,0,0,25,1,25.0,53995.2,0.0,0.0,0.0001277970679012,0.76,0.92,24,median_ie_s,0.123,1.0,0,0,0,0,1,1,0,2,-0.0627201125830679,1,0.8765234917846819,1,0.6666666666666666,0.7506093967138727,1
286885,286885,25,2015-08-23 07:00:48.161,2015-08-23 07:05:19.765,25,1,25,0,0,2,2,0,0,0.0,0.0,0,0,25,1,25.0,53995.2,0.0,0.0,0.0001277970679012,0.76,0.92,24,std_ie_s,51.6160824401874,1.0,0,0,0,0,1,1,0,2,-0.0627201125830679,1,0.8765234917846819,1,0.6666666666666666,0.7506093967138727,1
870811,870811,32,2015-05-30 22:21:26.181,2015-05-30 22:47:43.713,110,1,1,31,0,1,1,1,0,0.9687499999697268,0.0,0,0,0,1,32.0,82680.0,82680.0,0.0,0.0005857974910394,0.875,0.96875,31,min_ie_s,0.14,1.0,0,0,0,0,1,1,0,2,-0.0611112783912587,1,0.8735757583793688,1,0.6666666666666666,0.7494303033517475,1
870811,870811,32,2015-05-30 22:21:26.181,2015-05-30 22:47:43.713,110,1,1,31,0,1,1,1,0,0.9687499999697268,0.0,0,0,0,1,32.0,82680.0,82680.0,0.0,0.0005857974910394,0.875,0.96875,31,median_ie_s,0.204,1.0,0,0,0,0,1,1,0,2,-0.0611112783912587,1,0.8735757583793688,1,0.6666666666666666,0.7494303033517475,1
870811,870811,32,2015-05-30 22:21:26.181,2015-05-30 22:47:43.713,110,1,1,31,0,1,1,1,0,0.9687499999697268,0.0,0,0,0,1,32.0,82680.0,82680.0,0.0,0.0005857974910394,0.875,0.96875,31,std_ie_s,275.9653257676549,1.0,0,0,0,0,1,1,0,2,-0.0611112783912587,1,0.8735757583793688,1,0.6666666666666666,0.7494303033517475,1
910686,910686,7,2015-09-04 21:54:16.475,2015-09-04 21:54:39.078,13,1,1,6,0,2,1,1,0,0.8571428570204082,0.0,0,7,7,1,7.0,86400.0,178920.0,0.0,4.050925925925926e-05,0.5714285714285714,0.7142857142857143,7,min_ie_s,0.031,1.0,0,0,0,0,1,1,0,2,-0.0509662495252457,1,0.8549878637172212,1,0.6666666666666666,0.7419951454868885,1
910686,910686,7,2015-09-04 21:54:16.475,2015-09-04 21:54:39.078,13,1,1,6,0,2,1,1,0,0.8571428570204082,0.0,0,7,7,1,7.0,86400.0,178920.0,0.0,4.050925925925926e-05,0.5714285714285714,0.7142857142857143,7,median_ie_s,0.094,1.0,0,0,0,0,1,1,0,2,-0.0509662495252457,1,0.8549878637172212,1,0.6666666666666666,0.7419951454868885,1
910686,910686,7,2015-09-04 21:54:16.475,2015-09-04 21:54:39.078,13,1,1,6,0,2,1,1,0,0.8571428570204082,0.0,0,7,7,1,7.0,86400.0,178920.0,0.0,4.050925925925926e-05,0.5714285714285714,0.7142857142857143,7,std_ie_s,6.35070713691703,1.0,0,0,0,0,1,1,0,2,-0.0509662495252457,1,0.8549878637172212,1,0.6666666666666666,0.7419951454868885,1
1317636,1317636,23,2015-08-13 02:10:55.975,2015-08-13 02:15:56.166,36,1,9,14,0,8,7,1,0,0.608695652147448,0.0,0,0,0,1,23.0,32453.33333333333,7440.0,0.0,0.0001546717171717,0.5652173913043478,0.5652173913043478,16,min_ie_s,0.0,1.0,0,0,0,0,1,1,0,2,-0.0440433235434597,1,0.8423035608332359,1,0.6666666666666666,0.7369214243332943,1
1317636,1317636,23,2015-08-13 02:10:55.975,2015-08-13 02:15:56.166,36,1,9,14,0,8,7,1,0,0.608695652147448,0.0,0,0,0,1,23.0,32453.33333333333,7440.0,0.0,0.0001546717171717,0.5652173913043478,0.5652173913043478,16,median_ie_s,0.3135,1.0,0,0,0,0,1,1,0,2,-0.0440433235434597,1,0.8423035608332359,1,0.6666666666666666,0.7369214243332943,1
1317636,1317636,23,2015-08-13 02:10:55.975,2015-08-13 02:15:56.166,36,1,9,14,0,8,7,1,0,0.608695652147448,0.0,0,0,0,1,23.0,32453.33333333333,7440.0,0.0,0.0001546717171717,0.5652173913043478,0.5652173913043478,16,std_ie_s,18.308383311967606,1.0,0,0,0,0,1,1,0,2,-0.0440433235434597,1,0.8423035608332359,1,0.6666666666666666,0.7369214243332943,1
1401051,1401051,13,2015-08-28 11:05:25.613,2015-08-28 11:05:31.108,20,1,13,0,0,1,1,0,0,0.0,0.0,0,0,13,1,13.0,429600.0,0.0,0.0,1.9290123456790124e-06,0.7692307692307693,0.9230769230769232,13,min_ie_s,0.131,1.0,0,0,0,0,1,1,0,2,-0.0431042332364908,1,0.8405829435797294,1,0.6666666666666666,0.7362331774318918,1
1401051,1401051,13,2015-08-28 11:05:25.613,2015-08-28 11:05:31.108,20,1,13,0,0,1,1,0,0,0.0,0.0,0,0,13,1,13.0,429600.0,0.0,0.0,1.9290123456790124e-06,0.7692307692307693,0.9230769230769232,13,median_ie_s,0.2329999999999999,1.0,0,0,0,0,1,1,0,2,-0.0431042332364908,1,0.8405829435797294,1,0.6666666666666666,0.7362331774318918,1
1401051,1401051,13,2015-08-28 11:05:25.613,2015-08-28 11:05:31.108,20,1,13,0,0,1,1,0,0,0.0,0.0,0,0,13,1,13.0,429600.0,0.0,0.0,1.9290123456790124e-06,0.7692307692307693,0.9230769230769232,13,std_ie_s,0.4319456868506605,1.0,0,0,0,0,1,1,0,2,-0.0431042332364908,1,0.8405829435797294,1,0.6666666666666666,0.7362331774318918,1
934150,934150,15,2015-05-17 22:41:23.145,2015-05-17 22:42:54.386,123,1,2,13,0,1,1,1,0,0.8666666666088889,0.0,0,0,0,1,15.0,128040.0,128040.0,0.0,7.10978835978836e-05,0.6,0.9333333333333332,14,min_ie_s,0.203,1.0,0,0,0,0,1,1,0,2,-0.0424723602838377,1,0.8394252151948332,1,0.6666666666666666,0.7357700860779333,1
934150,934150,15,2015-05-17 22:41:23.145,2015-05-17 22:42:54.386,123,1,2,13,0,1,1,1,0,0.8666666666088889,0.0,0,0,0,1,15.0,128040.0,128040.0,0.0,7.10978835978836e-05,0.6,0.9333333333333332,14,median_ie_s,0.2815,1.0,0,0,0,0,1,1,0,2,-0.0424723602838377,1,0.8394252151948332,1,0.6666666666666666,0.7357700860779333,1
934150,934150,15,2015-05-17 22:41:23.145,2015-05-17 22:42:54.386,123,1,2,13,0,1,1,1,0,0.8666666666088889,0.0,0,0,0,1,15.0,128040.0,128040.0,0.0,7.10978835978836e-05,0.6,0.9333333333333332,14,std_ie_s,12.576405454992589,1.0,0,0,0,0,1,1,0,2,-0.0424723602838377,1,0.8394252151948332,1,0.6666666666666666,0.7357700860779333,1
1083640,1083640,12,2015-08-31 20:09:52.868,2015-08-31 20:52:40.423,17,1,12,0,0,4,4,0,0,0.0,0.0,0,0,12,1,12.0,78000.0,0.0,0.0,0.0026988636363636,0.6666666666666666,0.6666666666666666,3,min_ie_s,0.078,0.5,0,0,0,0,1,1,0,2,-0.0404909027372684,1,0.8357947549330061,1,0.6666666666666666,0.7343179019732025,1
1083640,1083640,12,2015-08-31 20:09:52.868,2015-08-31 20:52:40.423,17,1,12,0,0,4,4,0,0,0.0,0.0,0,0,12,1,12.0,78000.0,0.0,0.0,0.0026988636363636,0.6666666666666666,0.6666666666666666,3,median_ie_s,0.14,0.5,0,0,0,0,1,1,0,2,-0.0404909027372684,1,0.8357947549330061,1,0.6666666666666666,0.7343179019732025,1
1083640,1083640,12,2015-08-31 20:09:52.868,2015-08-31 20:52:40.423,17,1,12,0,0,4,4,0,0,0.0,0.0,0,0,12,1,12.0,78000.0,0.0,0.0,0.0026988636363636,0.6666666666666666,0.6666666666666666,3,std_ie_s,545.3837425935571,0.5,0,0,0,0,1,1,0,2,-0.0404909027372684,1,0.8357947549330061,1,0.6666666666666666,0.7343179019732025,1
85490,85490,12,2015-06-21 07:33:22.737,2015-06-21 07:59:19.345,88,1,2,10,0,2,2,1,0,0.8333333332638889,0.0,0,0,0,1,12.0,13920.0,13920.0,0.0,0.001635101010101,0.5,0.8333333333333334,10,min_ie_s,0.125,0.9166666666666666,0,0,0,0,1,1,0,2,-0.0388191560157799,1,0.8327317521193895,1,0.6666666666666666,0.7330927008477558,1
85490,85490,12,2015-06-21 07:33:22.737,2015-06-21 07:59:19.345,88,1,2,10,0,2,2,1,0,0.8333333332638889,0.0,0,0,0,1,12.0,13920.0,13920.0,0.0,0.001635101010101,0.5,0.8333333333333334,10,median_ie_s,0.265,0.9166666666666666,0,0,0,0,1,1,0,2,-0.0388191560157799,1,0.8327317521193895,1,0.6666666666666666,0.7330927008477558,1
85490,85490,12,2015-06-21 07:33:22.737,2015-06-21 07:59:19.345,88,1,2,10,0,2,2,1,0,0.8333333332638889,0.0,0,0,0,1,12.0,13920.0,13920.0,0.0,0.001635101010101,0.5,0.8333333333333334,10,std_ie_s,410.3543846404024,0.9166666666666666,0,0,0,0,1,1,0,2,-0.0388191560157799,1,0.8327317521193895,1,0.6666666666666666,0.7330927008477558,1
642550,642550,11,2015-08-20 19:30:39.490,2015-08-20 19:35:38.401,28,1,11,0,0,1,1,0,0,0.0,0.0,0,0,11,1,11.0,0.0,0.0,0.0,0.0003425925925925,0.6363636363636364,0.9090909090909092,5,min_ie_s,0.031,0.0,0,0,0,0,1,1,0,2,-0.0384065943326212,1,0.8319758495774183,1,0.6666666666666666,0.7327903398309673,1
642550,642550,11,2015-08-20 19:30:39.490,2015-08-20 19:35:38.401,28,1,11,0,0,1,1,0,0,0.0,0.0,0,0,11,1,11.0,0.0,0.0,0.0,0.0003425925925925,0.6363636363636364,0.9090909090909092,5,median_ie_s,0.187,0.0,0,0,0,0,1,1,0,2,-0.0384065943326212,1,0.8319758495774183,1,0.6666666666666666,0.7327903398309673,1
642550,642550,11,2015-08-20 19:30:39.490,2015-08-20 19:35:38.401,28,1,11,0,0,1,1,0,0,0.0,0.0,0,0,11,1,11.0,0.0,0.0,0.0,0.0003425925925925,0.6363636363636364,0.9090909090909092,5,std_ie_s,68.93854181145697,0.0,0,0,0,0,1,1,0,2,-0.0384065943326212,1,0.8319758495774183,1,0.6666666666666666,0.7327903398309673,1
203977,203977,11,2015-05-27 14:32:30.434,2015-05-27 17:07:33.644,113,1,3,8,0,2,1,1,0,0.7272727272066115,0.0,0,0,0,1,11.0,0.0,5160.0,0.0,0.0107627314814814,0.5454545454545454,0.8181818181818182,8,min_ie_s,0.0,0.7272727272727273,0,0,0,0,1,1,0,2,-0.0295042660694972,1,0.8156648521235648,1,0.6666666666666666,0.7262659408494259,1
